countrycode,countryname,regioncode,coveragetype,year,datayear,datatype,isinterpolated,usemicrodata,ppp,povertyline,mean,headcount,povertygap,povertygapsq,watts,gini,median,mld,polarization,population,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10
SVN,Slovenia,ECA,3,1997,1997,,FALSE,TRUE,0.681298956,1.9,720.512148209097,0,0,0,0,0.2412,659.3,0.09983,,1.99,0.0401,0.05943,0.06992,0.07879,0.08715,0.09609,0.1069,0.1197,0.1395,0.2025
SVN,Slovenia,ECA,3,1998,1998,,FALSE,FALSE,0.681298956,1.9,711.000469833931,2.311e-4,2.246e-4,2.146e-4,0,0.2841,615,0.1316,0.2402,1.98,0.03944,0.05154,0.06195,0.07167,0.08143,0.09195,0.1043,0.1205,0.1468,0.2304
SVN,Slovenia,ECA,3,1999,1999,,FALSE,TRUE,0.681298956,1.9,724.394442127264,0,0,0,0,0.2404,662,0.09984,,1.98,0.04058,0.05934,0.07052,0.07868,0.08672,0.09629,0.1069,0.1192,0.1392,0.2026
SVN,Slovenia,ECA,3,2002,2002,,FALSE,TRUE,0.681298956,1.9,745.825375011997,0,0,0,0,0.2912,640,0.1403,,1.99,0.03509,0.05137,0.0626,0.07087,0.08032,0.09247,0.1058,0.1229,0.1478,0.2308
SVN,Slovenia,ECA,3,2003,2003,,FALSE,TRUE,0.681298956,1.9,736.316020463853,0,0,0,0,0.3087,631.2,0.1567,,2,0.03371,0.04789,0.05853,0.06788,0.07967,0.09161,0.106,0.1241,0.1532,0.2374
SVN,Slovenia,ECA,3,2004,2004,,FALSE,TRUE,0.681298956,1.9,901.701788595759,2.596e-4,1.064e-4,8.412e-5,2.431e-4,0.2479,816.1,0.1056,,2,0.0396,0.05857,0.06893,0.07743,0.086,0.09572,0.1067,0.1198,0.1408,0.2065
SVN,Slovenia,ECA,3,2005,2005,,FALSE,TRUE,0.681298956,1.9,933.490049958532,0.001015,5.493e-4,3.68e-4,0.001177,0.2463,847.5,0.1052,,2,0.04023,0.05876,0.06894,0.07737,0.08608,0.09582,0.1067,0.1202,0.1401,0.2058
SVN,Slovenia,ECA,3,2006,2006,,FALSE,TRUE,0.681298956,1.9,966.476194636967,5.046e-4,2.38e-4,1.479e-4,3.776e-4,0.2436,878.8,0.1009,,2.01,0.04072,0.05898,0.06938,0.07773,0.08632,0.09555,0.1067,0.1201,0.1409,0.2036
SVN,Slovenia,ECA,3,2007,2007,,FALSE,TRUE,0.681298956,1.9,1016.89023922457,3.235e-4,1.785e-4,1.032e-4,2.716e-4,0.2435,925.7,0.1011,,2.02,0.04058,0.05912,0.06931,0.07799,0.08648,0.09581,0.1063,0.12,0.1405,0.2039
SVN,Slovenia,ECA,3,2008,2008,,FALSE,TRUE,0.681298956,1.9,1047.16236950696,0,0,0,0,0.2372,955.9,0.09511,,2.02,0.04187,0.06031,0.07006,0.07867,0.08697,0.0961,0.1065,0.1192,0.139,0.2014
SVN,Slovenia,ECA,3,2009,2009,,FALSE,TRUE,0.681298956,1.9,1054.02833988308,0,0,0,0,0.2479,955.2,0.1042,,2.04,0.03977,0.05873,0.06849,0.0774,0.08611,0.09556,0.1064,0.1202,0.1411,0.2062
SVN,Slovenia,ECA,3,2010,2010,,FALSE,TRUE,0.681298956,1.9,1055.50080549857,9.158e-5,6.38e-5,4.445e-5,1.093e-4,0.2493,958.9,0.1057,,2.05,0.0387,0.05823,0.06891,0.07761,0.08646,0.09583,0.1068,0.1199,0.1402,0.2074
SVN,Slovenia,ECA,3,2011,2011,,FALSE,TRUE,0.681298956,1.9,1046.4875745065401,0,0,0,0,0.2487,953.4,0.1054,,2.05,0.03919,0.05816,0.06912,0.0779,0.08658,0.09565,0.106,0.1195,0.1402,0.2076
SVN,Slovenia,ECA,3,2012,2012,,FALSE,TRUE,0.681298956,1.9,1003.29356313236,2.625e-4,4.139e-5,6.524e-6,4.504e-5,0.2559,910.7,0.1127,,2.06,0.03722,0.05709,0.06819,0.07763,0.08643,0.09521,0.1059,0.12,0.1416,0.2107
SVN,Slovenia,ECA,3,2013,2013,,FALSE,TRUE,0.681298956,1.9,997.919159066741,2.176e-4,9.93e-5,4.543e-5,1.328e-4,0.2624,902.8,0.1187,,2.06,0.03625,0.05563,0.06733,0.07685,0.08587,0.0951,0.1063,0.1201,0.1425,0.2141
SVN,Slovenia,ECA,3,2014,2014,,FALSE,TRUE,0.681298956,1.9,1022.47460336637,0,0,0,0,0.2566,926,0.112,,2.06,0.03781,0.0566,0.06803,0.07743,0.0861,0.09507,0.1056,0.1196,0.142,0.2117
SVN,Slovenia,ECA,3,2015,2015,,FALSE,TRUE,0.681298956,1.9,1026.31795346059,4.853e-5,1.695e-5,5.918e-6,2.085e-5,0.2541,934.7,0.1104,,2.06,0.03872,0.05692,0.06781,0.07734,0.0865,0.0958,0.1061,0.1197,0.1406,0.2106
SVN,Slovenia,ECA,3,2016,2016,,FALSE,TRUE,0.681298956,1.9,1057.22607356574,0,0,0,0,0.2476,965.1,0.1036,,2.07,0.03989,0.05756,0.06885,0.07809,0.08694,0.0959,0.1063,0.1193,0.1408,0.2063
SVN,Slovenia,ECA,3,2017,2017,,FALSE,TRUE,0.681298956,1.9,1082.00203010083,0,0,0,0,0.2422,984.3,0.09879,,2.07,0.04101,0.05906,0.06978,0.0784,0.08685,0.0957,0.106,0.119,0.1398,0.2044
SLB,Solomon Islands,EAP,3,2005,2005,,FALSE,TRUE,7.131074061,1.9,94.7681465981905,0.4556,0.1728,0.08832,0.2558,0.461,62.93,0.3659,,0.47,0.01853,0.03122,0.04055,0.04998,0.06034,0.07274,0.09021,0.1161,0.1629,0.3575
SLB,Solomon Islands,EAP,3,2013,2013,,FALSE,TRUE,7.131074061,1.9,111.120419912417,0.2514,0.0683,0.0275,0.09011,0.3705,85.7,0.2293,,0.57,0.02758,0.04219,0.05198,0.06174,0.0722,0.08282,0.09739,0.118,0.1536,0.2925
ZAF,South Africa,SSA,3,1993,1993,,FALSE,FALSE,5.06753456,1.9,212.362714525062,0.3173,0.109,0.04719,0.1522,0.5933,97.06,0.6414,0.7147,39.63,0.0125,0.01697,0.02261,0.02991,0.03968,0.05337,0.07384,0.10780000000000001,0.1767,0.4666
ZAF,South Africa,SSA,3,1996,1996,,FALSE,TRUE,5.06753456,1.9,190.429891054269,0.3657,0.1434,0.07384,0.2109,0.6069,81.35,0.6826,,42.24,0.01012,0.01652,0.02244,0.02927,0.03764,0.04975,0.06966,0.1058,0.1836,0.4752
ZAF,South Africa,SSA,3,2000,2000.75,,FALSE,FALSE,5.06753456,1.9,181.404585210781,0.3503,0.1317,0.06226,0.1899,0.5777,88.15,0.6047,0.677,45.57,0.01282,0.01783,0.02404,0.03193,0.04229,0.05649,0.07725,0.1108,0.1772,0.4493
ZAF,South Africa,SSA,3,2005,2005,,FALSE,TRUE,5.06753456,1.9,269.645259290031,0.2612,0.08361,0.03755,0.1155,0.6476,100.2,0.7783,,47.88,0.009969,0.01588,0.02091,0.02624,0.0331,0.04203,0.05651,0.08516,0.1679,0.5423
ZAF,South Africa,SSA,3,2008,2008.67,,FALSE,TRUE,5.06753456,1.9,340.037921262549,0.1693,0.04814,0.01991,0.06421,0.6301,134.4,0.7351,,50.48,0.01004,0.01601,0.02132,0.02736,0.03505,0.04551,0.06297,0.09486,0.1742,0.5126
ZAF,South Africa,SSA,3,2010,2010,,FALSE,TRUE,5.06753456,1.9,358.521810605806,0.1653,0.04891,0.02091,0.06668,0.6338,140.5,0.7529,,51.22,0.009379,0.0153,0.02054,0.02664,0.03443,0.04529,0.0628,0.09618,0.1768,0.5126
ZAF,South Africa,SSA,3,2014,2014.83,,FALSE,TRUE,5.06753456,1.9,337.706754379879,0.1889,0.06201,0.02904,0.08717,0.6303,134.4,0.7503,,55.39,0.008572,0.01507,0.02074,0.02709,0.03504,0.0465,0.06533,0.09957,0.1771,0.505
SSD,South Sudan,SSA,3,2009,2009,,FALSE,TRUE,1.543373,1.9,98.3017358278668,0.4271,0.1891,0.1108,0.3121,0.4634,69.58,0.4027,,9.14,0.01252,0.02612,0.03725,0.04873,0.06249,0.07954,0.09987,0.1279,0.1735,0.332
ESP,Spain,OHI,3,1980,1980,,FALSE,TRUE,0.776917003,1.9,550.462024523626,0.004969,0.002467,0.001424,0.003852,0.3448,454.9,0.2096,,37.49,0.02586,0.04347,0.05541,0.06604,0.07702,0.08887,0.1037,0.1228,0.1541,0.2628
ESP,Spain,OHI,3,1985,1985,,FALSE,TRUE,0.776917003,1.9,541.004573656666,0.002373,4.547e-4,8.713e-5,5.048e-4,0.3443,440.9,0.2026,,38.47,0.02737,0.04425,0.05599,0.06606,0.07632,0.08769,0.1013,0.1205,0.1533,0.2673
ESP,Spain,OHI,3,1990,1990,,FALSE,TRUE,0.776917003,1.9,698.868508565908,0.004944,0.002709,0.002119,0.006368,0.3202,596.9,0.1845,,38.87,0.02916,0.04773,0.05868,0.06848,0.07924,0.09125,0.1047,0.122,0.1504,0.2485
ESP,Spain,OHI,3,1995,1995,,FALSE,TRUE,0.776917003,1.9,864.574696012136,0.01245,0.00791,0.006607,0.01283,0.3665,702.9,0.2752,,39.72,0.02075,0.04148,0.0531,0.06345,0.07498,0.08746,0.1028,0.1231,0.1583,0.2746
ESP,Spain,OHI,3,2000,2000,,FALSE,TRUE,0.776917003,1.9,1072.19013950117,0.004874,0.002389,0.00163,0.004367,0.3425,884.5,0.2106,,40.57,0.02662,0.04443,0.05566,0.0663,0.07646,0.08875,0.1031,0.1222,0.1538,0.2627
ESP,Spain,OHI,3,2003,2003,,FALSE,TRUE,0.776917003,1.9,1007.13557104006,0.008182,0.00582,0.005251,0.003204,0.318,881.2,0.204,,42.19,0.0259,0.04588,0.05892,0.07082,0.0816,0.09344,0.1074,0.125,0.1514,0.2397
ESP,Spain,OHI,3,2004,2004,,FALSE,TRUE,0.776917003,1.9,1020.26981329842,0.00836,0.006038,0.005307,0.007193,0.3331,863.5,0.2212,,42.92,0.02449,0.04442,0.05673,0.06811,0.07913,0.09146,0.1065,0.1259,0.1548,0.2485
ESP,Spain,OHI,3,2005,2005,,FALSE,TRUE,0.776917003,1.9,1046.47724812469,0.007527,0.005783,0.005394,0.007035,0.3244,905.5,0.2142,,43.65,0.02464,0.04556,0.0582,0.06946,0.08076,0.09304,0.1074,0.1246,0.1535,0.2429
ESP,Spain,OHI,3,2006,2006,,FALSE,TRUE,0.776917003,1.9,1056.1279749974,0.007696,0.006257,0.005828,0.005887,0.3355,900.3,0.2289,,44.4,0.02305,0.04395,0.05649,0.06825,0.07986,0.09194,0.1066,0.1258,0.1549,0.2492
ESP,Spain,OHI,3,2007,2007,,FALSE,TRUE,0.776917003,1.9,1259.06976060587,0.004106,0.002842,0.002576,0.002804,0.3414,1061,0.2203,,45.23,0.02379,0.04344,0.05566,0.06673,0.07841,0.09101,0.1059,0.1247,0.1548,0.2556
ESP,Spain,OHI,3,2008,2008,,FALSE,TRUE,0.776917003,1.9,1280.28364264251,0.004939,0.003668,0.003127,0.004622,0.3422,1087,0.2248,,45.95,0.02325,0.042659999999999997,0.05563,0.06713,0.07869,0.0914,0.1061,0.1254,0.1538,0.2559
ESP,Spain,OHI,3,2009,2009,,FALSE,TRUE,0.776917003,1.9,1278.7565321741,0.008129,0.005864,0.004888,0.006526,0.3493,1076,0.2442,,46.36,0.02121,0.04187,0.05523,0.06684,0.07808,0.09064,0.1058,0.1257,0.1556,0.259
ESP,Spain,OHI,3,2010,2010,,FALSE,TRUE,0.776917003,1.9,1209.24221935178,0.006817,0.005269,0.004596,0.00387,0.3525,1009,0.2452,,46.58,0.02132,0.04192,0.05372,0.06608,0.07775,0.0901,0.1056,0.1264,0.1567,0.2604
ESP,Spain,OHI,3,2011,2011,,FALSE,TRUE,0.776917003,1.9,1163.99531419752,0.01144,0.008683,0.007784,0.007875,0.357,977.4,0.2689,,46.74,0.01938,0.0406,0.05282,0.0653,0.07815,0.09112,0.1068,0.1282,0.1584,0.2592
ESP,Spain,OHI,3,2012,2012,,FALSE,TRUE,0.776917003,1.9,1108.98409688508,0.009366,0.006055,0.005064,0.007806,0.3541,939.6,0.2537,,46.77,0.01981,0.04088,0.05353,0.0659,0.07882,0.091,0.1066,0.127,0.1586,0.2579
ESP,Spain,OHI,3,2013,2013,,FALSE,TRUE,0.776917003,1.9,1078.64535093418,0.01157,0.007527,0.006136,0.007668,0.3619,915.3,0.2689,,46.62,0.01847,0.03822,0.0519,0.06495,0.07824,0.09178,0.1083,0.129,0.1598,0.2593
ESP,Spain,OHI,3,2014,2014,,FALSE,TRUE,0.776917003,1.9,1084.16965709351,0.008402,0.004882,0.003952,0.004534,0.3605,918.1,0.2596,,46.48,0.01825,0.03869,0.05252,0.06579,0.07844,0.09177,0.1076,0.1281,0.1589,0.26
ESP,Spain,OHI,3,2015,2015,,FALSE,TRUE,0.776917003,1.9,1115.36677825033,0.009415,0.006386,0.005455,0.01026,0.3618,942.2,0.2678,,46.44,0.01865,0.03888,0.0524,0.06509,0.07831,0.09127,0.1072,0.1274,0.1585,0.2623
ESP,Spain,OHI,3,2016,2016,,FALSE,TRUE,0.776917003,1.9,1156.10915191333,0.01168,0.007219,0.005902,0.008874,0.3576,983.2,0.2665,,46.48,0.01802,0.03945,0.05311,0.0665,0.07893,0.09213,0.108,0.1272,0.1582,0.2585
ESP,Spain,OHI,3,2017,2017,,FALSE,TRUE,0.776917003,1.9,1168.62209302733,0.0068780000000000004,0.005441,0.005032,0.003592,0.3465,996.5,0.243,,46.59,0.02106,0.04105,0.0543,0.06767,0.07955,0.09207,0.1076,0.1265,0.1562,0.2541
LKA,Sri Lanka,SAS,3,1985,1985,,FALSE,FALSE,42.21893269,1.9,126.484838970905,0.1327,0.02553,0.00779,0.03109,0.3247,103.4,0.1736,0.2668,16.18,0.03589,0.04703,0.05703,0.06665,0.07654,0.08741,0.1004,0.1179,0.147,0.2642
LKA,Sri Lanka,SAS,3,1990,1990.5,,FALSE,TRUE,42.21893269,1.9,132.558249564293,0.08733,0.01492,0.004108,0.01768,0.3245,106,0.174,,17.33,0.03721,0.05022,0.05864,0.06678,0.07527,0.08492,0.09671,0.1133,0.142,0.2749
LKA,Sri Lanka,SAS,3,1995,1995.5,,FALSE,TRUE,42.21893269,1.9,144.16832152412,0.08848,0.01599,0.004755,0.01933,0.354,109.3,0.2038,,18.37,0.03375,0.04608,0.05435,0.06232,0.070930000000000007,0.08152,0.09552,0.1157,0.1502,0.2897
LKA,Sri Lanka,SAS,3,2002,2002,,FALSE,TRUE,42.21893269,1.9,173.835657956158,0.0825,0.01406,0.003814,0.01665,0.4096,120.7,0.2746,,19.06,0.02873,0.03932,0.04716,0.05523,0.06442,0.07565,0.09073,0.1127,0.1542,0.3318
LKA,Sri Lanka,SAS,3,2006,2006.5,,FALSE,TRUE,42.21893269,1.9,206.814063460037,0.03752,0.005481,0.001345,0.006365,0.4025,145.9,0.267,,19.7,0.02899,0.03993,0.04836,0.05678,0.0657,0.07669,0.09173,0.1133,0.1508,0.3278
LKA,Sri Lanka,SAS,3,2009,2009.5,,FALSE,TRUE,42.21893269,1.9,204.431967385741,0.02411,0.00413,0.001131,0.0049,0.3639,154.6,0.2186,,20.26,0.03224,0.04464,0.05338,0.06177,0.07083,0.08111,0.09494,0.1144,0.148,0.2987
LKA,Sri Lanka,SAS,3,2012,2012.5,,FALSE,TRUE,42.21893269,1.9,228.328280033994,0.01923,0.002888,7.45e-4,0.003396,0.3916,165.1,0.2535,,20.43,0.02979,0.04158,0.0502,0.05823,0.06733,0.07808,0.09246,0.1127,0.1475,0.3221
LKA,Sri Lanka,SAS,3,2016,2016,,FALSE,TRUE,42.21893269,1.9,268.33397321475,0.008296,9.404e-4,2.002e-4,0.001068,0.3981,193.2,0.2617,,21.2,0.02935,0.04069,0.04923,0.05769,0.06689,0.07773,0.09173,0.1111,0.1469,0.3286
LCA,St. Lucia,LAC,3,1995,1995,,FALSE,FALSE,2.139053839,1.9,102.929974832443,0.3592,0.1328,0.06588,0.1951,0.4258,75.84,0.3157,0.3739,0.15,0.02007,0.03218,0.04364,0.0551,0.06721,0.08084,0.09743,0.1201,0.1586,0.3248
LCA,St. Lucia,LAC,3,2016,2016,,FALSE,TRUE,2.139053839,1.9,563.965074915188,0.04747,0.0266,0.01901,0.03319,0.5123,366.9,0.5387,,0.18,0.009042,0.0223,0.03416,0.04529,0.05846,0.07123,0.08802,0.1176,0.1677,0.3862
SDN,Sudan,SSA,3,2009,2009,,FALSE,TRUE,1.485529577,1.9,134.008284855263,0.1617,0.04386,0.01811,0.05873,0.354,108.2,0.2132,,33.78,0.02639,0.04183,0.05274,0.06378,0.07496,0.08786,0.1037,0.125,0.1569,0.2669
SDN,Sudan,SSA,3,2014,2014,,FALSE,TRUE,1.485529577,1.9,130.839803501023,0.1269,0.02916,0.01018,0.03692,0.3424,105,0.197,,37.98,0.03174,0.04654,0.056,0.06466,0.07463,0.08633,0.09963,0.1167,0.146,0.2778
SUR,Suriname,LAC,3,1999,1999,,FALSE,TRUE,1.884817039,1.9,217.882155920632,0.2338,0.1654,0.1456,0.1003,0.5761,139.4,1.612,,0.47,,0.01009,0.02686,0.03626,0.05191,0.07367,0.08728,0.1116,0.1751,0.4272
SWE,Sweden,OHI,3,1967,1967,,FALSE,TRUE,9.105001516,1.9,539.819881475302,0.0774,0.06919,0.06588,0.03099,0.3397,481.1,0.4983,,0,0.0054,0.04393,0.06227,0.07394,0.08406,0.09509,0.1102,0.13,0.1603,0.2348
SWE,Sweden,OHI,3,1975,1975,,FALSE,TRUE,9.105001516,1.9,834.8831156926,0.00499,0.002747,0.002292,0.008063,0.2429,755.2,0.1104,,0,0.04072,0.05898,0.06843,0.07672,0.08566,0.09568,0.1077,0.1242,0.1475,0.1945
SWE,Sweden,OHI,3,1981,1981,,FALSE,TRUE,9.105001516,1.9,874.244934327247,0.002497,0.002065,0.001707,0.004379,0.2292,816.2,0.09898,,8.32,0.03941,0.06036,0.07096,0.07971,0.08818,0.09859,0.1104,0.1248,0.1447,0.1829
SWE,Sweden,OHI,3,1987,1987,,FALSE,TRUE,9.105001516,1.9,939.432407760673,0.002463,4.059e-4,6.692e-5,4.436e-4,0.2306,855.5,0.09444,,8.4,0.04141,0.06169,0.07083,0.0788,0.08703,0.09598,0.1086,0.1238,0.1422,0.1896
SWE,Sweden,OHI,3,1992,1992,,FALSE,TRUE,9.105001516,1.9,1112.79089816235,0.002435,1.482e-4,9.021e-6,1.529e-4,0.2491,1005,0.1109,,8.67,0.03814,0.05865,0.06859,0.07681,0.08535,0.09555,0.1083,0.1239,0.1442,0.2005
SWE,Sweden,OHI,3,1995,1995,,FALSE,TRUE,9.105001516,1.9,1050.00535385903,0.002472,0.001228,6.094e-4,0.001696,0.2524,963.7,0.119,,8.83,0.03635,0.05733,0.06768,0.07702,0.0867,0.09717,0.1094,0.124,0.1438,0.2004
SWE,Sweden,OHI,3,2000,2000,,FALSE,TRUE,9.105001516,1.9,1206.78711254161,0,0,0,0,0.2724,1058,0.1276,,8.87,0.0376,0.05536,0.06529,0.07421,0.08274,0.09258,0.105,0.1216,0.1444,0.2212
SWE,Sweden,OHI,3,2003,2003,,FALSE,TRUE,9.105001516,1.9,1189.03903824464,0.003237,0.002378,0.002064,0.002865,0.2527,1082,0.1259,,8.96,0.03654,0.05695,0.06816,0.07741,0.08655,0.09634,0.1079,0.1233,0.1454,0.2014
SWE,Sweden,OHI,3,2004,2004,,FALSE,TRUE,9.105001516,1.9,1220.67868126663,0.003843,0.003204,0.00304,0.001715,0.2614,1089,0.1405,,8.99,0.03684,0.05657,0.06686,0.076,0.08494,0.0945,0.1066,0.1224,0.1446,0.2108
SWE,Sweden,OHI,3,2005,2005,,FALSE,TRUE,9.105001516,1.9,1232.79179715361,0.01036,0.007762,0.007102,0.006511,0.2683,1117,0.1807,,9.03,0.03178,0.05536,0.06702,0.07664,0.08603,0.09574,0.1074,0.124,0.1455,0.2106
SWE,Sweden,OHI,3,2006,2006,,FALSE,TRUE,9.105001516,1.9,1306.17472065526,0.003455,0.002483,0.002186,0.002616,0.2635,1171,0.1385,,9.08,0.03554,0.05625,0.06697,0.07625,0.08526,0.09467,0.1062,0.1226,0.1448,0.2114
SWE,Sweden,OHI,3,2007,2007,,FALSE,TRUE,9.105001516,1.9,1384.46523567277,0.004108,0.003357,0.003192,0.002404,0.2712,1230,0.1532,,9.15,0.03386,0.055,0.06679,0.07619,0.08464,0.09351,0.1058,0.1224,0.1453,0.2165
SWE,Sweden,OHI,3,2008,2008,,FALSE,TRUE,9.105001516,1.9,1430.22656616399,0.005528,0.004523,0.004144,0.005445,0.2812,1256,0.1695,,9.22,0.03174,0.0541,0.06607,0.07511,0.08363,0.09283,0.1051,0.1227,0.1451,0.2237
SWE,Sweden,OHI,3,2009,2009,,FALSE,TRUE,9.105001516,1.9,1439.21893746194,0.004281,0.003105,0.002803,0.005251,0.2734,1278,0.1552,,9.3,0.0323,0.05403,0.06667,0.07652,0.0848,0.09365,0.1061,0.1237,0.1476,0.2145
SWE,Sweden,OHI,3,2010,2010,,FALSE,TRUE,9.105001516,1.9,1461.55199849384,0.004908,0.003757,0.003472,0.001194,0.2774,1296,0.1658,,9.38,0.03151,0.05438,0.06633,0.07593,0.08435,0.0934,0.1051,0.1226,0.1483,0.2181
SWE,Sweden,OHI,3,2011,2011,,FALSE,TRUE,9.105001516,1.9,1476.76119560435,0.005325,0.003806,0.003219,0.003811,0.2761,1313,0.1612,,9.45,0.03047,0.05437,0.06667,0.07648,0.08462,0.09387,0.1064,0.1239,0.1475,0.2157
SWE,Sweden,OHI,3,2012,2012,,FALSE,TRUE,9.105001516,1.9,1511.38141949606,0.00457,0.003465,0.003103,0.004007,0.2765,1338,0.1599,,9.52,0.03049,0.05423,0.06686,0.07616,0.08445,0.09405,0.1064,0.1237,0.1476,0.216
SWE,Sweden,OHI,3,2013,2013,,FALSE,TRUE,9.105001516,1.9,1550.86701123913,0.006371,0.005158,0.004626,0.001922,0.2883,1360,0.1857,,9.6,0.02876,0.05186,0.06525,0.07512,0.0831,0.0935,0.1072,0.1247,0.1482,0.2223
SWE,Sweden,OHI,3,2014,2014,,FALSE,TRUE,9.105001516,1.9,1587.61877922171,0.004743,0.003209,0.002634,0.003557,0.2839,1397,0.1633,,9.7,0.03075,0.05328,0.06532,0.07466,0.08346,0.0932,0.1056,0.1236,0.1482,0.2219
SWE,Sweden,OHI,3,2015,2015,,FALSE,TRUE,9.105001516,1.9,1642.51149709213,0.00497,0.002525,0.001871,0.003942,0.2921,1431,0.1716,,9.8,0.02943,0.05219,0.06488,0.07403,0.08257,0.09294,0.1053,0.123,0.1468,0.2289
SWE,Sweden,OHI,3,2016,2016,,FALSE,TRUE,9.105001516,1.9,1668.27150680412,0.002615,0.002136,0.001981,0.001372,0.2956,1454,0.1768,,9.92,0.02961,0.05115,0.0641,0.07408,0.08268,0.09263,0.1053,0.1225,0.1454,0.2326
SWE,Sweden,OHI,3,2017,2017,,FALSE,TRUE,9.105001516,1.9,1667.17990566023,0.002483,0.001372,0.001056,0.001933,0.2877,1455,0.1575,,10.06,0.03045,0.0524,0.06448,0.07407,0.08266,0.09327,0.1068,0.1245,0.148,0.2233
CHE,Switzerland,OHI,3,1982,1982,,FALSE,TRUE,1.613418792,1.9,1912.56526510512,0.006974,0.005604,0.0051,0.01069,0.3601,1498,0.2496,,6.39,0.02943,0.04469,0.05321,0.06231,0.0725,0.08378,0.09931,0.12,0.1491,0.2856
CHE,Switzerland,OHI,3,1992,1992,,FALSE,TRUE,1.613418792,1.9,1814.43943666953,0.004946,0.004752,0.004572,0.006758,0.3386,1493,0.2255,,6.88,0.02772,0.04691,0.05626,0.06537,0.07601,0.08873,0.1039,0.1221,0.1495,0.2636
CHE,Switzerland,OHI,3,2000,2000,,FALSE,TRUE,1.613418792,1.9,1794.02980579845,0,0,0,0,0.3343,1451,0.1933,,7.18,0.03068,0.04687,0.05629,0.06565,0.07525,0.08719,0.1023,0.1232,0.1535,0.2591
CHE,Switzerland,OHI,3,2002,2002,,FALSE,TRUE,1.613418792,1.9,1853.73810480319,0,0,0,0,0.3169,1556,0.1673,,7.28,0.0333,0.04748,0.05661,0.06659,0.07774,0.09016,0.1055,0.126,0.1557,0.2409
CHE,Switzerland,OHI,3,2006,2006,,FALSE,TRUE,1.613418792,1.9,1877.46929160049,4.657e-4,3.325e-4,2.41e-4,6.018e-4,0.3392,1553,0.1988,,7.48,0.0289,0.04528,0.05474,0.06507,0.07615,0.08879,0.1035,0.1238,0.1535,0.2604
CHE,Switzerland,OHI,3,2007,2007,,FALSE,TRUE,1.613418792,1.9,1926.58859465174,5.609e-4,1.327e-4,7.855e-5,2.066e-4,0.3426,1574,0.2033,,7.55,0.02894,0.04496,0.05545,0.06501,0.07543,0.08811,0.1028,0.1217,0.1504,0.2672
CHE,Switzerland,OHI,3,2008,2008,,FALSE,TRUE,1.613418792,1.9,1940.14559547517,6.848e-4,3.534e-4,2.155e-4,5.687e-4,0.3379,1595,0.1969,,7.65,0.02988,0.04523,0.05518,0.06496,0.0762,0.08923,0.1041,0.1224,0.1497,0.2631
CHE,Switzerland,OHI,3,2009,2009,,FALSE,TRUE,1.613418792,1.9,1931.95044214636,3.806e-4,1.426e-4,6.256e-5,1.885e-4,0.3286,1596,0.1851,,7.74,0.03106,0.04674,0.05673,0.0664,0.07665,0.08914,0.1044,0.1226,0.1496,0.2567
CHE,Switzerland,OHI,3,2010,2010,,FALSE,TRUE,1.613418792,1.9,1939.23672295559,5.989e-4,2.063e-4,1.337e-4,3.859e-4,0.3255,1624,0.1838,,7.82,0.03065,0.04692,0.05731,0.06727,0.07795,0.0899,0.1041,0.1221,0.1494,0.2543
CHE,Switzerland,OHI,3,2011,2011,,FALSE,TRUE,1.613418792,1.9,1966.78099339152,3.111e-5,1.973e-5,1.251e-5,3.127e-5,0.3171,1663,0.1703,,7.91,0.03157,0.04751,0.05801,0.06841,0.07922,0.09057,0.1048,0.1224,0.151,0.2465
CHE,Switzerland,OHI,3,2012,2012,,FALSE,TRUE,1.613418792,1.9,2015.40727783139,8.965e-5,1.211e-5,1.635e-6,1.3e-5,0.3157,1682,0.1674,,8,0.03338,0.04799,0.05832,0.06853,0.07855,0.08996,0.1038,0.1216,0.1478,0.2501
CHE,Switzerland,OHI,3,2013,2013,,FALSE,TRUE,1.613418792,1.9,2005.9938366374,4.218e-4,2.151e-4,1.097e-4,3.009e-4,0.3246,1664,0.1764,,8.09,0.03278,0.04661,0.05716,0.0669,0.07701,0.08919,0.1032,0.1221,0.1498,0.2552
CHE,Switzerland,OHI,3,2014,2014,,FALSE,TRUE,1.613418792,1.9,2030.19078150896,3.277e-4,3.165e-5,3.0920000000000002e-006,3.33e-5,0.3253,1679,0.1783,,8.19,0.03159,0.04672,0.05738,0.06764,0.07752,0.08885,0.1034,0.1217,0.1499,0.2554
CHE,Switzerland,OHI,3,2015,2015,,FALSE,TRUE,1.613418792,1.9,2020.85728061664,3.054e-4,1.573e-4,9.013e-5,2.399e-4,0.3231,1692,0.1768,,8.28,0.03157,0.0467,0.05754,0.06739,0.07837,0.0899,0.104,0.1222,0.1499,0.2524
CHE,Switzerland,OHI,3,2016,2016,,FALSE,TRUE,1.613418792,1.9,2057.38107229969,3.428e-4,2.899e-4,2.453e-4,6.417e-4,0.3304,1707,0.1879,,8.37,0.03022,0.04626,0.05696,0.06708,0.07757,0.08886,0.1029,0.1218,0.15,0.2583
CHE,Switzerland,OHI,3,2017,2017,,FALSE,TRUE,1.613418792,1.9,2050.78189622602,0,0,0,0,0.3268,1709,0.1817,,8.45,0.03051,0.04655,0.05764,0.06773,0.07785,0.08897,0.1031,0.1213,0.1509,0.2555
